"Search","References in Workspace","Ctrl+Shift+G","In Windows"
"Task","Show Tooltip Description","F4","In Tasks View"
"Task","New Subtask","Shift+Insert","In Tasks View"
"Run/Debug","Run Ant Build","Alt+Shift+X, Q","In Windows"
"Task Editor","Submit Task","Alt+Shift+S","In Tasks Editor"
"Task","New Local Task","Insert","In Tasks View"
"Terminal view commands","Terminal view insert","Alt+G","Terminal widget context"
"Uncategorized","Find References","Ctrl+Shift+G","Editing Xtext Source"
"Web Page Editor Layout","Graphical Designer","Ctrl+Shift+F11","Using Web Page Editor"
"View","Zoom Out","Ctrl+-","In Windows"
"Refactor - JavaScript","Extract Local Variable","Alt+Shift+L","JavaScript View"
"Run/Debug","Go to Address","Ctrl+G","In Table Memory Rendering"
"Window","Next Editor","Ctrl+F6","In Windows"
"Uncategorized","Open Declaration","F3","Editing Xtext Source"
"Edit","Copy","Ctrl+Insert","In Dialogs and Windows"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","In Windows"
"Source","Quick Assist - Assign to field","Ctrl+2, F","Editing Java Source"
"Navigate","Next Tab","Ctrl+Tab","In Windows"
"Refactor - JavaScript","Inline","Alt+Shift+I","JavaScript View"
"Search","References in Workspace","Ctrl+Shift+G","JavaScript View"
"Source","Add Import","Ctrl+Shift+M","Editing Java Source"
"Navigate","Deactivate Task","Ctrl+Shift+F9","In Windows"
"Navigate","Search Repository for Task","Ctrl+Shift+F12","In Windows"
"Navigate","Next Page","Ctrl+F5","In Faces Config Editor"
"Run/Debug","Debug Eclipse Application","Alt+Shift+D, E","In Windows"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing in Structured Text Editors"
"Run/Debug","Step Over","F6","Debugging"
"Database Tools","Execute Selected Text As One Statement","Alt+C","Editing SQL"
"WikiText Markup Editing Commands","Display Cheat Sheet","F1","WikiText Markup Source Context"
"Edit","Open Selection","F3","Editing in Structured Text Editors"
"Edit","Occurrences in File","Ctrl+Shift+A","Editing in Structured Text Editors"
"Source","Add Javadoc Comment","Alt+Shift+J","In Windows"
"Run/Debug","Debug JUnit Test","Alt+Shift+D, T","In Windows"
"Refactor - Java","Move - Refactoring ","Alt+Shift+V","In Windows"
"Run/Debug","Run Java Application","Alt+Shift+X, J","In Windows"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows"
"Edit","Run Query command","Ctrl+Enter","Editing HQL"
"JavaScript Debug","Open Source","Ctrl+Shift+3","Debugging"
"Window","Activate Editor","F12","In Windows"
"Edit","Select Previous Element","Alt+Shift+Left","Editing Java Source"
"Source","Organize Imports","Ctrl+Shift+O","In Windows"
"Navigate","Next Page","Ctrl+F5","Using Web Page Editor"
"Navigate","Open Plug-in Artifact","Ctrl+Shift+A","In Windows"
"Edit","Format Active Elements","Ctrl+I","Editing in Structured Text Editors"
"Navigate","Open Type","Ctrl+Shift+T","Editing JavaScript Source"
"Navigate","Open Declaration","F3","JavaScript View"
"Run/Debug","Remote Java Application...","Alt+Shift+D, D","In Windows"
"Window","Forge Command List","Ctrl+4","In Windows"
"JavaScript Debug","JavaScript Breakpoint Properties","Ctrl+Enter","In Breakpoints View"
"Refactor - JavaScript","Extract Function","Alt+Shift+M","JavaScript View"
"Source","Toggle Comment","Ctrl+7","Editing JavaScript Source"
"Database Tools","Run","Ctrl+Alt+R","Editing SQL"
"Source","Remove Block Comment","Ctrl+Shift+\","Editing Java Source"
"Navigate","Forward History","Alt+Right","In Windows"
"Views","Show View (Search)","Alt+Shift+Q, S","In Windows"
"Source","Toggle Comment","Ctrl+7","Editing Java Source"
"Source","Quick Assist - Rename in file","Ctrl+2, R","Editing Java Source"
"Navigate","Go to Matching Bracket","Ctrl+Shift+P","Editing Java Source"
"Source","Apply Checkstyle fixes","Ctrl+Alt+C","Editing Java Source"
"File","Save All","Ctrl+Shift+S","In Windows"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","JavaScript View"
"Source","Add Import","Ctrl+Shift+M","Editing JavaScript Source"
"Refactor - Java","Inline","Alt+Shift+I","In Windows"
"Run/Debug","Terminate","Ctrl+F2","Debugging"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In Windows"
"Navigate","Previous Page","Ctrl+Shift+F5","In Faces Config Editor"
"Window","Show Contributing Plug-in","Alt+Shift+F3","In Dialogs and Windows"
"Run/Debug","Run to Line","Ctrl+R","Debugging"
"Navigate","Previous Page","Ctrl+Shift+F5","Using Web Page Editor"
"Window","Next Perspective","Ctrl+F8","In Windows"
"Edit","Find and Replace","Ctrl+F","In Windows"
"Source","Toggle Comment","Ctrl+/","Editing Properties Files"
"Navigate","Open CDI Named Bean","Ctrl+Alt+Z","In Windows"
"Edit","Next Sibling","Ctrl+Shift+Down","Editing in Structured Text Editors"
"Run/Debug","Inspect","Ctrl+Shift+I","In Dialogs and Windows"
"Edit","Move","Alt+Shift+V","Editing JSP Source"
"Run/Debug","New Rendering","Ctrl+N","In Memory View"
"Edit","Toggle Comment","Ctrl+/","Editing SQL"
"Window","Previous Editor","Ctrl+Shift+F6","In Windows"
"ZK Commands","Check Studio Version","Ctrl+Shift+P","In Windows"
"Navigate","Show In (Project Explorer)","Alt+Home","In Windows"
"Run/Debug","Next Memory Monitor","Ctrl+Alt+N","In Memory View"
"Edit","Incremental Find Reverse","Ctrl+Shift+J","Editing Text"
"Text Editing","Select Line End","Shift+End","Editing Text"
"Navigate","Matching Bracket","Ctrl+Shift+P","Editing in Structured Text Editors"
"Source","Show Source Quick Menu","Alt+Shift+S","In Windows"
"Edit","Incremental Find","Ctrl+J","Editing Text"
"Views","Show View (Declaration)","Alt+Shift+Q, D","JavaScript View"
"Run/Debug","Debug JUnit Plug-in Test","Alt+Shift+D, P","In Windows"
"File","Close","Ctrl+W","In Windows"
"Edit","Copy","Ctrl+C","In Dialogs and Windows"
"File","New","Ctrl+N","In Windows"
"File","Print","Ctrl+P","In Windows"
"Uncategorized","Dump Log Sniffer Buffer ()","Ctrl+Alt+Shift+Z","In Windows"
"Search","Find Seam Declarations","Ctrl+G","Editing in Structured Text Editors"
"Edit","Select Previous Element","Alt+Shift+Left","Editing JavaScript Source"
"Edit","Add Maven Plugin","Ctrl+Shift+P","Editing XML Source"
"Navigate","Open Type Hierarchy","F4","In Windows"
"Uncategorized","Rename Element","Alt+Shift+R","Editing Xtext Source"
"Edit","Select Next Element","Alt+Shift+Right","Editing Java Source"
"Run/Debug","Debug OSGi Framework","Alt+Shift+D, O","In Windows"
"Navigate","Quick Outline","Ctrl+O","Editing Java Source"
"Source","Format","Ctrl+Shift+F","Editing Xtext Source"
"Visual Page Editor Category","Externalize selected string...","Ctrl+7","In Windows"
"Edit","Select All","Ctrl+A","In Dialogs and Windows"
"Refactor - Java","Change Method Signature","Alt+Shift+C","In Windows"
"Navigate","Next Page","Alt+F7","In Windows"
"Text Editing","To Lower Case","Ctrl+Shift+Y","Editing Text"
"Views","Show View (Hierarchy)","Alt+Shift+Q, T","JavaScript View"
"Edit","Remove Block Comment","Ctrl+Shift+\","Editing in Structured Text Editors"
"Run/Debug","Close Rendering","Ctrl+W","In Memory View"
"Text Editing","Line End","End","Editing Text"
"Navigate","Expand All","Ctrl+Shift+Numpad_Multiply","In Windows"
"Edit","Toggle Block Selection","Alt+Shift+A","Editing Text"
"Terminal view commands","Terminal view insert","Alt+V","Terminal widget context"
"Task","Mark Task Incomplete","Alt+Shift+I","In Tasks View"
"Source","Select Next Element","Alt+Shift+Right","Editing Xtext Source"
"Server","Stop","Ctrl+Alt+S","In Servers View"
"Navigate","Previous Tab","Ctrl+Shift+Tab","In Windows"
"Text Editing","Duplicate Lines","Ctrl+Alt+Up","Editing Text"
"Run/Debug","Run JUnit Test","Alt+Shift+X, T","In Windows"
"Source","Toggle Comment","Ctrl+7","Editing Xtext Source"
"Edit","Restore Last Selection","Alt+Shift+Down","Editing Java Source"
"Run/Debug","Force Return","Alt+Shift+F","In Windows"
"Source","Remove Occurrence Annotations","Alt+Shift+U","Editing Java Source"
"Task","Mark Task Complete","Alt+Shift+C","In Tasks View"
"Run/Debug","Step Into Selection","Ctrl+F5","Debugging"
"Run/Debug","Debug Last Launched","F11","In Windows"
"SQL Results View","Remove All Visible Results","Shift+Delete","In Windows"
"Task","Mark Task Read and Go To Previous Unread Task","Alt+Shift+Up","In Tasks View"
"Task","Quick Outline","Ctrl+O","In Tasks Editor"
"Edit","Select Previous Element","Alt+Shift+Left","Editing in Structured Text Editors"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Java Source"
"Source","Remove Block Comment","Ctrl+Shift+\","Editing JavaScript Source"
"Text Editing","Collapse All","Ctrl+Shift+Numpad_Divide","Editing Text"
"Window","Show Ruler Context Menu","Ctrl+F10","Editing Text"
"Edit","Word Completion","Alt+/","Editing Text"
"EMF Code Generation","Generate Code","Alt+Shift+G","In Windows"
"Navigate","Next Sub-Tab","Alt+PageDown","In Dialogs and Windows"
"Navigate","Go To Previous Unread Task","Alt+Up","In Tasks View"
"Source","Format","Ctrl+Shift+F","Editing Ant Buildfiles"
"Uncategorized","Quick Outline","Ctrl+O","Editing Xtext Source"
"Text Editing","Delete Line","Ctrl+D","Editing Text"
"Window","Maximize Active View or Editor","Ctrl+M","In Windows"
"Edit","Select Next Element","Alt+Shift+Right","Editing JavaScript Source"
"Task Editor","Maximize Part","Ctrl+Shift+M","In Tasks Editor"
"Run/Debug","Toggle Memory Monitors Pane","Ctrl+T","In Memory View"
"Navigate","Go to Next Member","Ctrl+Shift+Down","Editing Java Source"
"Navigate","Activate Task","Ctrl+F9","In Windows"
"Navigate","Go to Line","Ctrl+L","Editing Text"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source"
"Navigate","Next","Ctrl+.","In Windows"
"Terminal view commands","Terminal view insert","Alt+T","Terminal widget context"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","JavaScript View"
"Views","Show View (Console)","Alt+Shift+Q, C","In Windows"
"Text Editing","Expand","Ctrl+Numpad_Add","Editing Text"
"Run/Debug","Resume","F8","Debugging"
"Web Page Editor Layout","Vertical Layout","Ctrl+Shift+F9","Using Web Page Editor"
"Edit","Quick Fix","Ctrl+1","In Dialogs and Windows"
"Source","Add Block Comment","Ctrl+Shift+/","Editing Java Source"
"Views","Show View","Alt+Shift+Q, Q","In Windows"
"Run/Debug","Debug Java Application","Alt+Shift+D, J","In Windows"
"Text Editing","To Upper Case","Ctrl+Shift+X","Editing Text"
"Navigate","Show In Breadcrumb","Alt+Shift+B","Editor Breadcrumb Navigation"
"Git","Copy Path to Clipboard","Ctrl+C","In Git Repositories View"
"Run/Debug","Add Memory Block","Ctrl+Alt+M","In Memory View"
"Window","Previous Perspective","Ctrl+Shift+F8","In Windows"
"Text Editing","Insert Line Below Current Line","Shift+Enter","Editing Text"
"Edit","Content Assist","Ctrl+Space","In Dialogs and Windows"
"Source","Toggle Ant Mark Occurrences","Alt+Shift+O","Editing Ant Buildfiles"
"Run/Debug","Toggle Breakpoint","Ctrl+Shift+B","In Windows"
"Search","Declaration in Workspace","Ctrl+G","JavaScript View"
"Source","Quick Assist - Assign to var","Ctrl+2, F","Editing JavaScript Source"
"Edit","Find Previous","Ctrl+Shift+K","Editing Text"
"Navigate","Show In...","Alt+Shift+W","In Windows"
"Server","Run","Ctrl+Alt+R","In Servers View"
"Text Editing","Insert Line Above Current Line","Ctrl+Shift+Enter","Editing Text"
"Source","Format","Ctrl+Shift+F","Editing Java Source"
"Database Tools","Goto Matching Token","Ctrl+Shift+P","Editing SQL"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing Java Source"
"Terminal view commands","Terminal view insert","Alt+W","Terminal widget context"
"Navigate","Quick Outline","Ctrl+O","WikiText Markup Source Context"
"Source","Add JSDoc Comment","Alt+Shift+J","JavaScript View"
"Navigate","Open Declaration","F3","In Windows"
"Run/Debug","Java Breakpoint Properties","Alt+Enter","In Breakpoints View"
"Navigate","Quick Outline","Ctrl+O","Editing in Structured Text Editors"
"Text Editing","Scroll Line Down","Ctrl+Down","Editing Text"
"Task","Mark Task Unread","Alt+Shift+U","In Tasks Editor"
"Navigate","Go to Next Member","Ctrl+Shift+Down","Editing JavaScript Source"
"Navigate","Previous Page","Alt+Shift+F7","In Windows"
"Text Editing","Reset Structure","Ctrl+Shift+Numpad_Multiply","Editing Text"
"Views","Show View (Problems)","Alt+Shift+Q, X","In Windows"
"Text Editing","Text End","Ctrl+End","Editing Text"
"Search","Declaration in Workspace","Ctrl+G","In Windows"
"File","Close All","Ctrl+Shift+W","In Windows"
"Views","Show View (Variables)","Alt+Shift+Q, V","In Windows"
"Text Editing","Move Lines Up","Alt+Up","Editing Text"
"Visual Page Editor Category","Toggle selection tag bar","Ctrl+6","In Windows"
"Search","Find Text in Workspace","Ctrl+Alt+G","In Windows"
"ZK Commands","ZK Documents","Ctrl+Shift+D","In Windows"
"Edit","Find Next","Ctrl+K","Editing Text"
"Edit","Add Maven Dependency","Ctrl+Shift+D","Editing XML Source"
"Uncategorized","Dump Log Sniffer Buffer ()","Ctrl+Alt+Shift+X","In Windows"
"File","Rename","F2","In Windows"
"Source","Quick Assist - Assign to local variable","Ctrl+2, L","Editing Java Source"
"Visual Page Editor","Refresh","Ctrl+R","Visual Page Editor"
"Window","Quick Access","Ctrl+3","In Windows"
"Spy","Plug-in Menu Spy","Alt+Shift+F2","In Dialogs and Windows"
"Source","Indent Line","Ctrl+I","Editing JavaScript Source"
"Refactor - JavaScript","Move - Refactoring ","Alt+Shift+V","JavaScript View"
"Navigate","Open Type","Ctrl+Shift+T","In Windows"
"Views","Show View (Cheat Sheets)","Alt+Shift+Q, H","In Windows"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Editing Text"
"Navigate","Open Attached Javadoc","Shift+F2","In Windows"
"Window","Show System Menu","Alt+-","In Windows"
